artists,titles,genre,url,lyrics
Eminem,Rap God,rap,https://genius.com/Eminem-rap-god-lyrics," ""Look, I was gonna go easy on you not to hurt your feelings"" ""But I'm only going to get this one chance""   ( Six minutes—, six minutes— ) ""Something's wrong, I can feel it""   ( Six minutes, Slim Shady, you're on! ) ""Just a feeling I've got, like something's about to happen, but I don't know what.  If that means what I think it means, we're in trouble, big trouble;  And if he is as bananas as you say, I'm not taking any chances"" ""You are just what the doc ordered""  I'm beginnin' to feel like a Rap God, Rap God All my people from the front to the back nod, back nod Now, who thinks their arms are long enough to slap box, slap box? They said I rap like a robot, so call me Rap-bot  But for me to rap like a computer it must be in my genes I got a laptop in my back pocket My pen'll go off when I half-cock it Got a fat knot from that rap profit Made a livin' and a killin' off it Ever since Bill Clinton was still in office With Monica Lewinsky feelin' on his nutsack I'm an MC still as honest But as rude and as indecent as all hell Syllables, skill-a-holic ( Kill 'em all with ) This flippity dippity-hippity hip-hop You don't really wanna get into a pissin' match With this rappity brat, packin' a MAC in the back of the Ac' Backpack rap crap, yap-yap, yackety-yack And at the exact same time, I attempt these lyrical acrobat stunts while I'm practicin' that I'll still be able to break a motherfuckin' table Over the back of a couple of faggots and crack it in half Only realized it was ironic, I was signed to Aftermath after the fact How could I not blow? All I do is drop F-bombs Feel my wrath of attack Rappers are havin' a rough time period, here's a maxi pad It's actually disastrously bad for the wack While I'm masterfully constructing this masterpièce 'Cause I'm beginnin' to feel like a Rap God, Rap God All my people from the front to the back nod, back nod Now, who thinks their arms are long enough to slap box, slap box? Let me show you maintainin' this shit ain't that hard, that hard Everybody want the key and the secret to rap immortality like Ι have got  Well, to be truthful the blueprint's Simply rage and youthful exuberance Everybody loves to root for a nuisance Hit the Earth like an asteroid Did nothing but shoot for the Moon since (Pew!) MCs get taken to school with this music 'Cause I use it as a vehicle to ""bus the rhyme"" Now I lead a new school full of students Me? I'm a product of Rakim Lakim Shabazz, 2Pac, N.W.A, Cube, hey Doc, Ren Yella, Eazy, thank you,  they got Slim Inspired enough to one day grow up, blow up and be in a position To meet Run–D.M.C., and induct them Into the motherfuckin' Rock and Roll Hall of Fame Even though I'll walk in the church and burst in a ball of flames Only Hall of Fame I'll be inducted in is the alcohol of fame On the wall of  shame You fags think it's all a game,   'til I walk a flock of flames Off a plank and,   tell me what in the fuck are you thinkin'? Little gay-lookin' boy So gay I can barely say it with a straight face, lookin' boy (Ha-ha!) You're witnessin' a mass-occur Like you're watching a church gathering take place, lookin' boy ""Oy vey, that boy's gay!""—that's all they say, lookin' boy You get a thumbs up, pat on the back And a ""way to go"" from your label every day, lookin' boy Hey, lookin' boy! What you say, lookin' boy? I get a ""hell yeah"" from Dre, lookin' boy I'ma work for everything I have, never asked nobody for shit Get outta my face, lookin' boy! Basically, boy, you're never gonna be capable Of keepin' up with the same pace, lookin' boy, 'cause— I'm beginnin' to feel like a Rap God, Rap God All my people from the front to the back nod, back nod The way I'm racin' around the track, call me NASCAR, NASCAR Dale Earnhardt of the trailer park, the White Trash God Kneel before General Zod This planet's Krypton—no, Asgard, Asgard  So you'll be Thor and I'll be Odin You rodent, I'm omnipotent Let off, then I'm reloadin' Immediately with these bombs I'm totin' And I should not be woken I'm the walkin' dead, but I'm just a talkin' head, a zombie floatin' But I got your mom deep-throatin' I'm out my Ramen Noodle We have nothin' in common, poodle I'm a Doberman, pinch yourself in the arm and pay homage, pupil It's me, my honesty's brutal But it's honestly futile if I don't utilize what I do though For good at least once in a while So I wanna make sure somewhere in this chicken scratch I scribble and doodle enough rhymes To maybe try to help get some people through tough times But I gotta keep a few punchlines Just in case 'cause even you unsigned Rappers are hungry lookin' at me like it's lunchtime I know there was a time where once I Was king of the underground But I still rap like I'm on my Pharoahe Monch grind So I crunch rhymes, but sometimes when you combine Appeal with the skin color of mine You get too big and here they come tryin' To censor you like that one line I said on ""I'm Back"" from  The Mathers LP 1  when I Tried to say I'll take seven kids from Columbine Put 'em all in a line, add an AK-47, a revolver and a 9 See if I get away with it now that I ain't as big as I was,   but I'm Morphin' into an immortal, comin' through the portal You're stuck in a time warp from 2004 though And I don't know what the fuck that you rhyme for You're pointless as Rapunzel with fuckin' cornrows You write normal? Fuck being normal! And I just bought a new raygun from the future Just to come and shoot ya,   like when Fabolous made Ray J mad 'Cause Fab said he looked like a fag at Mayweather's pad Singin' to a man while he played piano Man, oh man, that was a 24/7 special on the cable channel So Ray J went straight to the radio station The very next day, ""Hey Fab, I'ma kill you!"" Lyrics comin' at you at supersonic speed ( J.J. Fad ) Uh, summa-lumma, dooma-lumma,   you assumin' I'm a human What I gotta do to get it through to you? I'm superhuman Innovative and I'm made of rubber   so that anything you say is ricochetin' off of me and it'll glue to you and I'm devastating, more than ever demonstrating How to give a motherfuckin' audience a feeling like it's levitating Never fading, and I know the haters are forever waiting For the day that they can say I fell off, they'll be celebrating 'Cause I know the way to get 'em motivated I make elevating music, you make elevator music ""Oh, he's too mainstream."" Well, that's what they do when they get jealous, they confuse it ""It's not hip-hop, it's pop,""—'cause I found a hella way to fuse it With rock,   shock rap with Doc Throw on ""Lose Yourself"" and make 'em lose it ""I don't know how to make songs like that I don't know what words to use."" Let me know when it occurs to you While I'm rippin' any one of these verses that versus you It's curtains, I'm inadvertently hurtin' you How many verses I gotta murder to Prove that if you were half as nice, your songs you could sacrifice virgins too?! Ugh, school flunky, pill junkie But look at the accolades these skills brung me Full of myself, but still hungry I bully myself 'cause I make me do what I put my mind to And I'm a million leagues above you Ill when I speak in tongues,   but it's still tongue-in-cheek,   fuck you I'm drunk, so, Satan, take the fucking wheel I'ma sleep in the front seat Bumpin' Heavy D and the Boyz, still ""Chunky but Funky"" But in my head there's something I can feel tugging and struggling Angels fight with devils and here's what they want from me They're askin' me to eliminate some of the women hate But if you take into consideration the bitter hatred I have, then you may be a little patient And more sympathetic to the situation And understand the discrimination But fuck it, life's handin' you lemons? Make lemonade then! But if I can't batter the women How the fuck am I supposed to bake 'em a cake then? Don't mistake him for  Satan It's a fatal mistake   if you think I need to be overseas and take a vacation To trip a broad, and make her fall on her face and Don't be a retard—be a king? Think not Why be a king when you can be a god?"
Cardi B,WAP,rap,https://genius.com/Cardi-b-wap-lyrics," Whores in this house There's some whores in this house There's some whores in this house There's some whores in this house (Hol' up) I said certified freak, seven days a week Wet-ass pussy, make that pullout game weak, woo ( Ah )  Yeah, yeah, yeah, yeah Yeah, you fuckin' with some wet-ass pussy Bring a bucket and a mop for this wet-ass pussy Give me everything you got for this wet-ass pussy  Beat it up, nigga, catch a charge Extra large and extra hard Put this pussy right in your face Swipe your nose like a credit card Hop on top, I wanna ride I do a kegel while it's inside Spit in my mouth, look in my eyes This pussy is wet, come take a dive Tie me up like I'm a surprise Let's roleplay, I'll wear a disguise I want you to park that big Mack truck right in this little garage Make it cream, make me scream Out in public, make a scene I don't cook, I don't clean But let me tell you how I got this ring ( Ayy, ayy ) Gobble me, swallow me, drip down the side of me (Yeah) Quick, jump out 'fore you let it get inside of me (Yeah) I tell him where to put it, never tell him where I'm 'bout to be (Huh) I'll run down on him 'fore I have a nigga runnin' me (Pow, pow, pow) Talk your shit, bite your lip (Yeah) Ask for a car while you ride that dick (While you ride that dick) You really ain't never gotta fuck him for a thang (Yeah) He already made his mind up 'fore he came (Ayy, ah) Now get your boots and your coat for this wet-ass pussy (Ah, ah, ah) He bought a phone just for pictures of this wet-ass pussy (Click, click, click) Paid my tuition just to kiss me on this wet-ass pussy (Mwah, mwah, mwah) Now make it rain if you wanna see some wet-ass pussy (Yeah, yeah)  Look, I need a hard hitter, need a deep stroker Need a Henny drinker, need a weed smoker Not a garter snake, I need a king cobra With a hook in it, hope it lean over He got some money, then that's where I'm headed Pussy A1 just like his credit He got a beard, well, I'm tryna wet it I let him taste it, now he diabetic I don't wanna spit, I wanna gulp I wanna gag, I wanna choke I want you to touch that lil' dangly thing that swing in the back of my throat My head game is fire, punani Dasani It's goin' in dry and it's comin' out soggy I ride on that thing like the cops is behind me ( Yeah, ah ) I spit on his mic and now he tryna sign me, woo Your honor, I'm a freak bitch, handcuffs, leashes Switch my wig, make him feel like he cheatin' Put him on his knees, give him somethin' to believe in Never lost a fight, but I'm lookin' for a beatin' (Ah) In the food chain, I'm the one that eat ya If he ate my ass, he's a bottom-feeder Big D stand for big demeanor I could make ya bust before I ever meet ya If it don't hang, then he can't bang You can't hurt my feelings, but I like pain If he fuck me and ask ""Whose is it?"" When I ride the dick, I'ma spell my name, ah  Yeah, yeah, yeah Yeah, you fuckin' with some wet-ass pussy Bring a bucket and a mop for this wet-ass pussy Give me everything you got for this wet-ass pussy Now from the top, make it drop, that's some wet-ass pussy Now get a bucket and a mop, that's some wet-ass pussy I'm talkin' wap, wap, wap, that's some wet-ass pussy Macaroni in a pot, that's some wet-ass pussy, huh  There's some whores in this house There's some whores in this house There's some whores in this house There's some whores in this house There's some whores in this house There's some whores in this house There's some whores in this house There's some whores in this house There's some whores in this house There's some whores in this house"
Eminem,Lose Yourself,rap,https://genius.com/Eminem-lose-yourself-lyrics," Look, if you had one shot or one opportunity To seize everything you ever wanted in one moment Would you capture it or just let it slip? Yo  His palms are sweaty, knees weak, arms are heavy There's vomit on his sweater already, mom's spaghetti He's nervous, but on the surface, he looks calm and ready To drop bombs, but he keeps on forgetting What he wrote down, the whole crowd goes so loud He opens his mouth, but the words won't come out He's chokin', how? Everybody's jokin' now The clock's run out, time's up, over, blaow Snap back to reality, ope, there goes gravity Ope, there goes Rabbit, he choked, he's so mad But he won't give up that easy, no, he won't have it He knows his whole back's to these ropes, it don't matter He's dope, he knows that, but he's broke, he's so stagnant He knows when he goes back to this mobile home,  that's when it's Back to the lab again, yo, this old rhapsody Better go capture this moment and hope it don't pass him  You better lose yourself in the music The moment, you own it, you better never let it go (Go) You only get one shot, do not miss your chance to blow This opportunity comes once in a lifetime, yo You better lose yourself in the music The moment, you own it, you better never let it go (Go) You only get one shot, do not miss your chance to blow This opportunity comes once in a lifetime, yo You better His soul's escaping through this hole that is gaping This world is mine for the taking, make me king As we move toward a new world order A normal life is boring, but superstardom's Close to post-mortem, it only grows harder Homie grows hotter, he blows, it's all over These hoes is all on him, coast-to-coast shows He's known as the Globetrotter, lonely roads God only knows he's grown farther from home, he's no father He goes home and barely knows his own daughter But hold your nose 'cause here goes the cold water These hoes don't want him no mo', he's cold product They moved on to the next schmoe who flows He nose-dove and sold nada,   and so the soap opera Is told, it unfolds, I suppose it's old, partner But the beat goes on, da-da-dom, da-dom, dah-dah-dah-dah  You better lose yourself in the music The moment, you own it, you better never let it go (Go) You only get one shot, do not miss your chance to blow This opportunity comes once in a lifetime, yo You better lose yourself in the music The moment, you own it, you better never let it go (Go) You only get one shot, do not miss your chance to blow This opportunity comes once in a lifetime, yo You better No more games, I'ma change what you call rage Tear this motherfuckin' roof off like two dogs caged I was playin' in the beginning, the mood all changed I've been chewed up and spit out and booed off stage But I kept rhymin' and stepped right in the next cypher Best believe somebody's payin' the Pied Piper All the pain inside amplified by the Fact that I can't get by with my nine-to- Five and I can't provide the right type of life for my family 'Cause, man, these goddamn food stamps don't buy diapers And there's no movie, there's no Mekhi Phifer, this is my life And these times are so hard, and it's gettin' even harder Tryna feed and water my seed,   plus teeter-totter Caught up between bein' a father and a prima donna Baby-mama drama , screamin' on her, too much for me to wanna Stay in one spot, another day of monotony's gotten me To the point I'm like a snail , I've got To formulate a plot or end up in jail or shot Success is my only motherfuckin' option, failure's not Mom, I love you, but this trailer's got To go, I cannot grow old in Salem's Lot So here I go, it's my shot; feet, fail me not This may be the only opportunity that I got  You better lose yourself in the music The moment, you own it, you better never let it go (Go) You only get one shot, do not miss your chance to blow This opportunity comes once in a lifetime, yo You better lose yourself in the music The moment, you own it, you better never let it go (Go) You only get one shot, do not miss your chance to blow This opportunity comes once in a lifetime, yo You better You can do anything you set your mind to, man"
Kendrick Lamar,HUMBLE.,rap,https://genius.com/Kendrick-lamar-humble-lyrics," Nobody pray for me It been that day for me Way (Yeah, yeah)  Ayy, I remember syrup sandwiches and crime allowances Finesse a nigga with some counterfeits, but now I'm countin’ this Parmesan where my accountant lives, in fact, I'm downin' this D’ussé with my boo bae, tastes like Kool-Aid for the analysts Girl, I can buy your ass the world with my paystub Ooh, that pussy good, won't you sit it on my taste bloods? I get way too petty once you let me do the extras Pull up on your block, then break it down, we playin' Tetris A.m. to the p.m., p.m. to the a.m., funk Piss out your per diem, you just gotta hate 'em, funk If I quit your BM, I still ride Mercedes, funk If I quit this season, I still be the greatest, funk My left stroke just went viral Right stroke put lil' baby in a spiral Soprano C, we like to keep it on a high note It's levels to it, you and I know  Bitch, be humble (Hold up, bitch) Sit down (Hold up, lil'— hold up, lil' bitch) Be humble (Hold up, bitch) Sit down (Hold up, sit down, lil’— sit down, lil’ bitch) Be humble (Hold up, hold up, hold up, hold up, lil' bitch) Bitch, sit down (Hold up, lil’ bitch) Be humble (Hold up, bitch) Sit down (Hold up, hold up, hold up, hold up) Be humble (Hold up, hold up, hold up, hold up, lil'—) Sit down (Hold up, lil' bitch) Be humble (Hold up, bitch) Sit down (Hold up, sit down, lil'— sit down, lil’ bitch) Be humble (Hold up, hold up, hold up, hold up, lil' bitch) Bitch, sit down (Hold up, lil' bitch) Be humble (Hold up, bitch) Sit down (Hold up, hold up, hold up, hold up) Who that nigga thinkin' that he frontin' on Man-Man? (Man-Man) Get the fuck off my stage, I'm the Sandman (Sandman) Get the fuck off my dick, that ain't right I make a play fucking up your whole life I'm so fuckin' sick and tired of the Photoshop Show me somethin' natural like afro on Richard Pryor Show me somethin' natural like ass with some stretch marks Still'll take you down right on your mama couch in Polo socks Ayy, this shit way too crazy, ayy, you do not amaze me, ayy I blew cool from AC, ayy, Obama just paged me, ayy I don't fabricate it, ayy, most of y'all be fakin', ayy I stay modest 'bout it, ayy, she elaborate it, ayy This that Grey Poupon, that Evian, that TED Talk, ayy Watch my soul speak, you let the meds talk, ayy If I kill a nigga, it won't be the alcohol, ayy I'm the realest nigga after all  Bitch, be humble (Hold up, bitch) Sit down (Hold up, lil'— hold up, lil' bitch) Be humble (Hold up, bitch) Sit down (Hold up, sit down, lil'— sit down, lil' bitch) Be humble (Hold up, hold up, hold up, hold up, lil' bitch) Bitch, sit down (Hold up, lil' bitch) Be humble (Hold up, bitch) Sit down (Hold up, hold up, hold up, hold up) Be humble (Hold up, hold up, hold up, hold up, lil'—) Sit down (Hold up, lil' bitch) Be humble (Hold up, bitch) Sit down (Hold up, sit down, lil'— sit down, lil' bitch) Be humble (Hold up, hold up, hold up, hold up, lil' bitch) Bitch, sit down (Hold up, lil' bitch) Be humble (Hold up, bitch) Sit down (Hold up, hold up, hold up, hold up)"
Kendrick Lamar,euphoria,rap,https://genius.com/Kendrick-lamar-euphoria-lyrics,"  ​eurt si em tuoba yas yeht gnihtyrevE Euphoria  Them super powers gettin' neutralized, I can only watch in silence The famous actor we once knew is lookin' paranoid and now is spiralin' You're movin' just like a degenerate, every antic is feelin' distasteful I calculate you're not as calculated, I can even predict your angle Fabricatin' stories on the family front 'cause you heard  Mr. Morale A pathetic master manipulator, I can smell the tales on you now You'rе not a rap artist, you a scam artist with the hopes of being accеpted Tommy Hilfiger stood out, but FUBU never had been your collection I make music that electrify 'em, you make music that pacify 'em I can double down on that line, but spare you this time, that's random acts of kindness Know you a master manipulator and habitual liar too But don't tell no lie about me and I won't tell truths 'bout you   Shoo, shoo, shoo Shoo, shoo, shoo Bee, bee, bee, bee, bee, bee Yeah, I'm out the way, yeah, I'm low, okay Yeah, the island right here's remote, okay I ain't thinkin' about no reaper, nigga, I'm reapin' what I sow, okay Got a Benjamin and a Jackson all in my house like I'm Joe, okay Hellcat, made his homeboys and them type sell they soul, okay Everybody wanna be demon 'til they get chipped by a throwaway And I might do a show a day, once a lame, always a lame Oh, you thought the money, the power or fame would make you go away? Have you ever played have-you-ever? Okay, nigga, let's play Have you ever walked your enemy down like with a poker face? Have you ever paid five hundred thou' like to an open case? Well, I have, and I failed at both, but I came out straight I hate when a rapper talk about guns, then somebody die, they turn into nuns Then hop online like ""Pray for my city,"" he fakin' for likes and digital hugs His daddy a killer, he wanna be junior, they must've forgot the shit that they done Dementia must run in his family, but let it get shaky I'll park his son The very first time I shot me a Drac', the homie had told me to aim it this way I didn't point down enough, today, I'll show you I learned from those mistakes Somebody had told me that you got a ring, on God, I'm ready to double the wage I'd rather do that than let a Canadian nigga make Pac turn in his grave Cutthroat business, you got shit twisted What is it? The braids? I hurt your feelings? You don't wanna work with me no more? Okay It's three GOATs left, and I seen two of them kissin' and huggin' on stage I love 'em to death, and in eight bars, I'll explain that phrase, huh It's nothin' nobody can tell me, huh I don't wanna talk on no celly, huh You know I got language barriers, huh It's no accent you can sell me, huh Yeah, Cole and Aubrey know I'm a selfish nigga, the crown is heavy, huh I pray they my real friends, if not, I'm YNW Melly I don't like you poppin' shit at Pharrell, for him, I inherit the beef Yeah, fuck all that pushin' P, let me see you push a T You better off spinnin' again on him, you think about pushin' me He's Terrence Thornton, I'm Terence Crawford, yeah, I'm whoopin' feet We ain't gotta get personal, this a friendly fade, you should keep it that way I know some shit about niggas that make Gunna Wunna look like a saint This ain't been about critics, not about gimmicks, not about who the greatest It's always been about love and hate, now let me say I'm the biggest hater I hate the way that you walk, the way that you talk, I hate the way that you dress I hate the way that you sneak diss, if I catch flight, it's gon' be direct We hate the bitches you fuck 'cause they confuse themself with real women And notice, I said ""we,"" it's not just me, I'm what the culture feelin' How many more fairytale stories 'bout your life 'til we had enough? How many more Black features 'til you finally feel that you're Black enough? I like Drake with the melodies, I don't like Drake when he act tough You gon' make a nigga bring back Puff, let me see if Chubbs really crash somethin' Yeah, my first one like my last one, it's a classic, you don't have one Let your core audience stomach that, then tell 'em where you get your abs from V12, it's a fast one, baow-baow-baow, last one Headshot for the year, you better walk around like Daft Punk Remember? Ayy, Top Dawg, who the fuck they think they playin' with? Extortion my middle name as soon as you jump off of that plane, bitch I'm allergic to the lame shit, only you like bein' famous Yachty can't give you no swag neither, I don't give a fuck 'bout who you hang with I hate the way that you walk, the way that you talk, I hate the way that you dress Surprised you wanted that feature request, you know that we got some shit to address I even hate when you say the word ""nigga,"" but that's just me, I guess Some shit just cringeworthy, it ain't even gotta be deep, I guess Still love when you see success, everything with me is blessed Keep makin' me dance, wavin' my hand, and it won't be no threat I'm knowin' they call you The Boy, but where is a man? 'Cause I ain't seen him yet Matter fact, I ain't even bleed him yet, can I bleed him? (Bet) When I see you stand by Sexyy Red, I believe you see two bad bitches I believe you don't like women, it's real competition, you might pop ass with 'em Let's speak on percentage, show me your splits, I'll make sure I double back with ya You were signed to a nigga that's signed to a nigga that said he was signed to that nigga Try cease and desist on the ""Like That"" record? Ho, what? You ain't like that record? ""Back To Back,"" I like that record I'ma get back to that, for the record Why would I call around tryna get dirt on niggas? Y'all think all my life is rap? That's ho shit, I got a son to raise, but I can see you don't know nothin' 'bout that Wakin' him up, know nothin' 'bout that Then tell him to pray, know nothin' 'bout that Then givin' him tools to walk through life like day by day, know nothin' 'bout that Teachin' him morals, integrity, discipline, listen, man, you don't know nothin' 'bout that Speakin' the truth and consider what God's considerin', you don't know nothin' 'bout that Ain't twenty-v-one, it's one-v-twenty if I gotta smack niggas that write with you Yeah, bring 'em out too, I'll clean 'em out too, tell BEAM that he better stay right with you Am I battlin' ghost or AI? Nigga feelin' like Joel Osteen Funny, he was in a film called  A.I. And my sixth sense tellin' me to off him I'ma blick niggas all in they coffin Yeah, OV-ho niggas is dick riders Tell 'em run to America, they imitate heritage, they can't imitate this violence What I learned is niggas don't like the West Coast, and I'm fine with it, I'll push the line with it Pick a nigga off one at a time with it We can be on a three-hour time difference Don't speak on the family, crodie It can get deep in the family, crodie Talk about me and my family, crodie? Someone gon' bleed in your family, crodie I be at New Ho King eatin' fried rice with a dip sauce and a blammy, crodie Tell me you're cheesin', fam We can do this right now on the camera, crodie Ayy, fuck y'all niggas, I don't trust y'all niggas I wave one finger and thump y'all niggas like mmm Field goal, punt y'all niggas, they punk y'all niggas, nobody never took my food Whoever that's fuckin' with him, fuck you niggas, and fuck the industry too If you take it there, I'm takin' it further Psst, that's something you don't wanna do Ooh We don't wanna hear you say ""nigga"" no more We don't wanna hear you say ""nigga"" no more Stop"
Travis Scott,SICKO MODE,rap,https://genius.com/Travis-scott-sicko-mode-lyrics,"  Astro, yeah  Sun is down, freezin' cold That's how we already know, winter's here My dawg would probably do it for a Louis belt That's just all he know, he don't know nothin' else I tried to show 'em, yeah I tried to show 'em, yeah, yeah Yeah, yeah, yeah Goin' on you with the pick and roll Young La Flame, he in sicko mode   (Woo) Made this here with all the ice on in the booth At the gate outside, when they pull up, they get me loose Yeah, Jump Out boys, that's Nike boys, hoppin' out coupes This shit way too big, when we pull up, give me the loot ( Gimme the loot! ) Was off the Remy, had a Papoose Had to hit my old town to duck the news Two-four hour lockdown, we made no moves Now it's 4 a.m. and I'm back up poppin' with the crew I just landed in, Chase B mixes pop like Jamba Juice Different colored chains, think my jeweler really sellin' fruits And they chokin', man, know the crackers wish it was a noose Some-some-some-someone said To win the retreat, we all in too deep Play-play-playin' for keeps, don't play us for weak ( Someone said ) To win the retreat, we all in too deep Play-play-playin' for keeps, don't play us for weak  Yeah, this shit way too formal, y'all know I don't follow suit Stacey Dash, most of these girls ain't got a clue All of these hoes I made off records I produced I might take all my exes and put 'em all in a group Hit my eses, I need the bootch 'Bout to turn this function to Bonnaroo Told her, ""Hop in, you comin' too"" In the 305, bitches treat me like I'm Uncle Luke ( Don't stop, pop that pussy! ) Had to slop the top off, it's just a roof, uh She said, ""Where we goin'?"" I said, ""The moon"" We ain't even make it to the room She thought it was the ocean, it's just the pool Now I got her open, it's just the Goose Who put this shit together? I'm the glue  Someone said Shorty FaceTimed me out the blue Someone said Play-playin' for keeps Someone said, mother****, someone said Don't play us for weak  Yeah Astro, yeah, yeah ( Tay Keith, fuck these niggas up ) Ayy, ayy  She's in love with who I am Back in high school, I used to bus it to the dance ( Yeah ) Now I hit the FBO with duffels in my hands I did half a Xan, thirteen hours 'til I land Had me out like a light, ayy, yeah Like a light, ayy, yeah  Like a light, ayy, slept through the flight, ayy Knocked for the night, ayy 767, man, this shit got double bedroom, man I still got scores to settle, man I crept down the block (Down the block) Made a right (Yeah, right) Cut the lights (Yeah, what?), paid the price (Yeah) Niggas think it's sweet (Nah, never), it's on sight (Yeah, what?) Nothin' nice (Yeah), baguettes in my ice (Aw, man) Jesus Christ (Yeah), checks over stripes (Yeah) That's what I like ( Yeah ), that's what we like ( Yeah ) Lost my respect, you not a threat When I shoot my shot, that shit wetty like I'm Sheck ( Bitch ) See the shots that I took (Ayy), wet like I'm Book (Ayy) Wet like I'm Lizzie I be spinnin' Valley, circle blocks 'til I'm dizzy (Yeah, what?) Like where is he? (Yeah, what?) No one seen him (Yeah, yeah) I'm tryna clean 'em  (Yeah) She's in love with who I am Back in high school, I used to bus it to the dance Now I hit the FBO with duffels in my hands ( Woo ) I did half a Xan, thirteen hours 'til I land Had me out like a light ( Like a light ) Like a light ( Like a light ) Like a light ( Like a light ) Like a light  Yeah, passed the dawgs a celly Sendin' texts, ain't sendin' kites, yeah He said, ""Keep that on lock"" I say, ""You know this shit, it's stife,"" yeah It's absolute, yeah (Yeah),  I'm back, reboot (It's lit) LaFerrari to Jamba Juice, yeah (Skrrt, skrrt) We back on the road, they jumpin' off, no parachute, yeah Shorty in the back She said she workin' on her glutes, yeah (Oh my God) Ain't by the book, yeah, this how it look, yeah 'Bout a check, yeah (Check), just check the foots, yeah Pass this to my daughter, I'ma show her what it took (Yeah) Baby mama cover  Forbes , got these other bitches shook Yeah"
