geo_value,time_value,value,stderr
nd,2022-05-26,19.9084369,3.7345455
ne,2022-05-26,16.1651722,1.9908935
nh,2022-05-26,12.737608,1.7332317
nj,2022-05-26,12.6282739,0.9665684
nm,2022-05-26,18.0355106,1.8104047
nv,2022-05-26,9.6208992,1.4931951
ny,2022-05-26,14.9709592,0.69891
oh,2022-05-26,14.9217829,0.7856011
ok,2022-05-26,20.3307796,1.5203328
or,2022-05-26,19.3173265,1.3323375
pa,2022-05-26,14.4460037,0.7241259
ri,2022-05-26,14.5762348,2.2825288
sc,2022-05-26,9.769054,0.977774
sd,2022-05-26,15.4079189,2.7006633
tn,2022-05-26,16.1410177,1.1381023
tx,2022-05-26,13.4283007,0.619077
ut,2022-05-26,15.7875872,1.7112498
va,2022-05-26,17.8602781,0.9885787
vt,2022-05-26,14.556128,2.4813451
wa,2022-05-26,16.8340701,0.9313581
wi,2022-05-26,14.0222248,1.0073798
wv,2022-05-26,19.9378227,1.9705111
wy,2022-05-26,7.8868035,2.4502313
ak,2022-05-27,17.3902102,3.1155686
al,2022-05-27,15.5765659,1.3785178
ar,2022-05-27,20.7680367,1.8288065
az,2022-05-27,12.3328641,1.0541915
ca,2022-05-27,15.2643594,0.5391284
co,2022-05-27,13.0694321,1.0867607
ct,2022-05-27,13.3857471,1.2294711
de,2022-05-27,9.072662,1.7846979
fl,2022-05-27,12.5433788,0.5613731
ga,2022-05-27,14.8564043,1.0124555
hi,2022-05-27,16.7112025,2.3455078
ia,2022-05-27,12.3456819,1.2954016
id,2022-05-27,14.436185,1.832067
il,2022-05-27,14.276489,0.7413112
in,2022-05-27,15.3201189,1.0810846
ks,2022-05-27,17.7991657,1.5680825
ky,2022-05-27,17.5957168,1.3322038
la,2022-05-27,16.8391319,1.5163898
ma,2022-05-27,15.709315,1.1289118
md,2022-05-27,12.4114191,1.1152671
me,2022-05-27,19.2888095,1.8662328
mi,2022-05-27,13.9772532,0.7333004
mn,2022-05-27,11.5626241,1.0594484
mo,2022-05-27,16.4284192,1.1933571
ms,2022-05-27,16.0044486,1.8402071
mt,2022-05-27,10.9808454,2.0016343
nc,2022-05-27,13.4792271,0.824392
nd,2022-05-27,19.9414998,3.6896289
ne,2022-05-27,19.4414018,2.1465371
nh,2022-05-27,11.5809673,1.635106
nj,2022-05-27,12.3277607,0.9623605
nm,2022-05-27,21.4652273,1.8996542
nv,2022-05-27,9.7214157,1.52983
ny,2022-05-27,14.5072811,0.6968626
oh,2022-05-27,15.3669797,0.7972803
ok,2022-05-27,19.934488,1.5289461
or,2022-05-27,19.1523796,1.3356216
pa,2022-05-27,14.6971074,0.7332185
ri,2022-05-27,14.3276581,2.2758126
sc,2022-05-27,12.2894778,1.0771711
sd,2022-05-27,16.5389277,2.8345546
tn,2022-05-27,15.844539,1.142233
tx,2022-05-27,13.2087213,0.6242074
ut,2022-05-27,17.8512886,1.8173566
va,2022-05-27,17.7511652,0.9988503
vt,2022-05-27,12.9383551,2.344096
wa,2022-05-27,17.292694,0.9502256
wi,2022-05-27,15.1765814,1.0548193
wv,2022-05-27,20.5558606,2.005314
wy,2022-05-27,6.7810569,2.2668962
ak,2022-05-28,12.0184063,2.6729356
al,2022-05-28,17.6268812,1.4699228
ar,2022-05-28,21.028984,1.8372273
az,2022-05-28,12.632934,1.0634732
ca,2022-05-28,15.0966441,0.5365939
co,2022-05-28,14.9138368,1.1625145
ct,2022-05-28,13.2475166,1.2216951
de,2022-05-28,7.7187405,1.7050885
fl,2022-05-28,13.0805654,0.5721624
ga,2022-05-28,14.2444578,1.0006323
hi,2022-05-28,16.7779894,2.3174074
ia,2022-05-28,12.4006121,1.2890087
id,2022-05-28,13.9569428,1.8340572
il,2022-05-28,14.4465197,0.7529605
in,2022-05-28,15.4104174,1.0856457
ks,2022-05-28,19.0993946,1.6209714
ky,2022-05-28,16.6493898,1.3099836
la,2022-05-28,16.7770482,1.5229343
ma,2022-05-28,15.1346522,1.104951
md,2022-05-28,11.6009436,1.0740381
me,2022-05-28,20.1160127,1.9583658
mi,2022-05-28,14.2935792,0.7463884
mn,2022-05-28,11.741116,1.0766135
mo,2022-05-28,15.2778309,1.1734016
ms,2022-05-28,16.9110348,1.9276359
mt,2022-05-28,12.3455945,2.1324312
nc,2022-05-28,13.4548908,0.8180625
nd,2022-05-28,20.9440928,3.8926066
ne,2022-05-28,20.4320842,2.1195332
nh,2022-05-28,11.8621497,1.6675121
nj,2022-05-28,12.982393,0.9813683
nm,2022-05-28,21.3266127,1.885119
nv,2022-05-28,11.7822639,1.6648689
ny,2022-05-28,14.2558763,0.6985465
oh,2022-05-28,15.2356265,0.7917771
ok,2022-05-28,19.4739052,1.548769
or,2022-05-28,19.4802563,1.3416249
pa,2022-05-28,15.2220343,0.7501976
ri,2022-05-28,11.1460703,2.048545
sc,2022-05-28,13.8520445,1.1333696
sd,2022-05-28,16.5726563,2.8442361
tn,2022-05-28,15.4104778,1.1259098
tx,2022-05-28,13.5320145,0.6326685
ut,2022-05-28,16.2738141,1.7420021
va,2022-05-28,18.3355098,1.0199497
vt,2022-05-28,12.3318086,2.3791238
wa,2022-05-28,17.0380341,0.9571218
wi,2022-05-28,13.242283,1.0141653
wv,2022-05-28,17.8444025,1.8999987
wy,2022-05-28,6.6201448,2.232792
ak,2022-05-29,12.5688357,2.7248952
al,2022-05-29,16.7137628,1.4414002
ar,2022-05-29,20.0121815,1.8111386
az,2022-05-29,12.4641784,1.0633759
ca,2022-05-29,14.9447241,0.5375134
co,2022-05-29,14.8685007,1.1470914
ct,2022-05-29,13.4796031,1.2528625
de,2022-05-29,5.6400844,1.4649093
fl,2022-05-29,12.7994859,0.5643828
ga,2022-05-29,14.0579946,1.0059191
hi,2022-05-29,16.1100057,2.2048575
ia,2022-05-29,13.1416998,1.3213418
id,2022-05-29,15.665629,1.9210301
il,2022-05-29,13.5056985,0.735403
in,2022-05-29,14.3644238,1.0747228
ks,2022-05-29,19.6095291,1.6614813
ky,2022-05-29,15.6217813,1.2969159
la,2022-05-29,19.5113839,1.597989
ma,2022-05-29,15.882165,1.1383322
md,2022-05-29,9.9084723,1.0043239
me,2022-05-29,20.3021284,2.0106798
mi,2022-05-29,14.1050254,0.7463482
mn,2022-05-29,13.6628289,1.1766739
mo,2022-05-29,15.6211027,1.2014841
ms,2022-05-29,16.3932972,1.8988145
mt,2022-05-29,12.5039927,2.1440082
nc,2022-05-29,14.8284834,0.8675596
nd,2022-05-29,19.0175517,3.5639052
ne,2022-05-29,19.7784075,2.0937086
nh,2022-05-29,10.1691293,1.5738851
nj,2022-05-29,13.6916368,1.0203667
nm,2022-05-29,21.8516482,1.8858947
nv,2022-05-29,13.2315023,1.7711151
ny,2022-05-29,14.3098759,0.7077464
oh,2022-05-29,15.9051967,0.8040325
ok,2022-05-29,21.060065,1.6145466
or,2022-05-29,18.2853195,1.3247255
pa,2022-05-29,15.1729734,0.7498587
ri,2022-05-29,10.5703532,2.0317494
sc,2022-05-29,13.8229274,1.1269236
sd,2022-05-29,14.257065,2.6982338
tn,2022-05-29,15.0600941,1.1164201
tx,2022-05-29,13.987911,0.6437456
ut,2022-05-29,15.6166959,1.6852394
va,2022-05-29,16.2011442,0.9654524
vt,2022-05-29,11.2975813,2.2965874
wa,2022-05-29,16.9827921,0.9637258
wi,2022-05-29,13.8333503,1.0495895
wv,2022-05-29,16.7737668,1.8383065
wy,2022-05-29,6.9068587,2.3148584
ak,2022-05-30,10.2360528,2.5260153
al,2022-05-30,14.5303814,1.3717329
ar,2022-05-30,19.0685571,1.8120545
az,2022-05-30,13.4819557,1.0932976
ca,2022-05-30,15.0390534,0.5394512
co,2022-05-30,16.1798182,1.1806062
ct,2022-05-30,14.1018232,1.2811543
de,2022-05-30,7.1034244,1.6757136
fl,2022-05-30,12.4641237,0.5598503
ga,2022-05-30,14.2476372,1.0061029
hi,2022-05-30,16.3811432,2.2607723
ia,2022-05-30,13.4054329,1.3274406
id,2022-05-30,15.4376147,1.9203324
il,2022-05-30,13.2601811,0.7355332
in,2022-05-30,16.010669,1.1322154
ks,2022-05-30,19.8737993,1.6923057
ky,2022-05-30,16.634407,1.3448988
la,2022-05-30,20.5305987,1.6041919
ma,2022-05-30,15.8418541,1.1494894
md,2022-05-30,10.7411639,1.0425985
me,2022-05-30,20.2936847,1.9930145
mi,2022-05-30,14.0715208,0.7552164
mn,2022-05-30,13.5176063,1.1291073
mo,2022-05-30,15.0312157,1.1826928
ms,2022-05-30,17.3523231,1.9392454
mt,2022-05-30,13.8150822,2.2752277
nc,2022-05-30,14.6244999,0.8456386
nd,2022-05-30,19.7233485,3.6154974
ne,2022-05-30,18.0628059,1.9735667
nh,2022-05-30,10.4959021,1.5748521
nj,2022-05-30,13.4438527,1.0215826
nm,2022-05-30,22.1002003,1.9152364
nv,2022-05-30,12.851245,1.7036959
ny,2022-05-30,14.4063064,0.7155979
oh,2022-05-30,16.4032962,0.8162764
ok,2022-05-30,23.0924011,1.7090992
or,2022-05-30,20.1877717,1.3535594
pa,2022-05-30,15.7043328,0.7619822
ri,2022-05-30,9.7795045,1.9891202
sc,2022-05-30,13.805735,1.1336093
sd,2022-05-30,15.2371937,2.8232574
tn,2022-05-30,14.4491321,1.0926877
tx,2022-05-30,13.9637603,0.6433068
ut,2022-05-30,16.9563003,1.6920736
va,2022-05-30,15.7533978,0.953112
vt,2022-05-30,12.9548783,2.4755931
wa,2022-05-30,17.0394737,0.9602704
wi,2022-05-30,14.820605,1.0722567
wv,2022-05-30,17.3858702,1.8691829
wy,2022-05-30,6.6605918,2.257484
ak,2022-05-31,14.089098,2.8597948
al,2022-05-31,13.7103879,1.3278226
ar,2022-05-31,18.9844191,1.7994455
az,2022-05-31,15.3266067,1.141628
ca,2022-05-31,15.4850789,0.545456
co,2022-05-31,16.0478388,1.1695346
ct,2022-05-31,11.8261558,1.1862674
de,2022-05-31,7.9881888,1.7500092
fl,2022-05-31,12.8783969,0.5625818
ga,2022-05-31,13.6697519,0.9799126
hi,2022-05-31,15.3837435,2.187628
ia,2022-05-31,14.9338575,1.377181
id,2022-05-31,14.3441908,1.8898903
il,2022-05-31,13.7406566,0.7400791
in,2022-05-31,17.0692768,1.1518157
ks,2022-05-31,19.3427262,1.6780861
ky,2022-05-31,17.0158088,1.3529821
la,2022-05-31,19.8822512,1.5727308
ma,2022-05-31,15.6407076,1.1225891
md,2022-05-31,10.797923,1.0515953
me,2022-05-31,18.0418668,1.9126083
mi,2022-05-31,14.5679602,0.7720489
mn,2022-05-31,14.4036333,1.1659369
mo,2022-05-31,15.5272461,1.1868933
ms,2022-05-31,15.5692504,1.8684789
mt,2022-05-31,13.0675381,2.1677237
nc,2022-05-31,14.5306073,0.8532131
nd,2022-05-31,18.9393976,3.5712244
ne,2022-05-31,18.9958662,2.0448904
nh,2022-05-31,11.011593,1.6084228
nj,2022-05-31,12.8089276,1.0044277
nm,2022-05-31,22.2818318,1.9164744
nv,2022-05-31,14.0531504,1.7402117
ny,2022-05-31,14.0802479,0.7082117
oh,2022-05-31,16.0391651,0.8154862
ok,2022-05-31,20.5391789,1.7163786
or,2022-05-31,19.7079857,1.3640712
pa,2022-05-31,15.8951665,0.7711604
ri,2022-05-31,8.7456577,1.9046454
sc,2022-05-31,14.9457999,1.1735635
sd,2022-05-31,14.4442368,2.7615074
tn,2022-05-31,15.0623601,1.1045509
tx,2022-05-31,14.8004595,0.6623883
ut,2022-05-31,15.8512832,1.6708069
va,2022-05-31,15.7226828,0.9484267
vt,2022-05-31,13.7966806,2.6372466
wa,2022-05-31,17.7531819,0.9544026
wi,2022-05-31,13.5957985,1.0246001
wv,2022-05-31,17.679953,1.8772307
wy,2022-05-31,7.4282774,2.4244225
ak,2022-06-01,13.0847666,2.8005733
al,2022-06-01,13.2338464,1.2956475
ar,2022-06-01,18.582651,1.8295571
az,2022-06-01,15.3033177,1.1353521
ca,2022-06-01,15.7352651,0.5471641
co,2022-06-01,16.6163835,1.1812475
ct,2022-06-01,11.2620186,1.1512701
de,2022-06-01,12.7642641,2.1630005
fl,2022-06-01,13.9027169,0.5759054
ga,2022-06-01,13.1089588,0.9646787
hi,2022-06-01,14.9602083,2.2120413
ia,2022-06-01,15.9293651,1.4046145
id,2022-06-01,14.0365769,1.883829
il,2022-06-01,13.9484671,0.7423583
in,2022-06-01,17.7282559,1.1615703
ks,2022-06-01,18.0879849,1.6532776
ky,2022-06-01,18.3718898,1.3952324
la,2022-06-01,18.7241072,1.5372294
ma,2022-06-01,15.6888918,1.1134126
md,2022-06-01,11.5708191,1.0680307
me,2022-06-01,18.8968019,1.9142955
mi,2022-06-01,14.9356496,0.7832421
mn,2022-06-01,13.7249202,1.140739
mo,2022-06-01,15.2070509,1.1705469
ms,2022-06-01,14.2287952,1.8068169
mt,2022-06-01,12.021726,2.1003897
nc,2022-06-01,13.6479664,0.8239393
nd,2022-06-01,19.6820819,3.5813842
ne,2022-06-01,20.7472685,2.0669109
nh,2022-06-01,10.4691977,1.5814545
nj,2022-06-01,13.0465312,1.006876
nm,2022-06-01,21.5511892,1.9055609
nv,2022-06-01,14.5262167,1.7601003
ny,2022-06-01,14.6855463,0.7177523
oh,2022-06-01,16.5140919,0.822694
ok,2022-06-01,17.7166962,1.632501
or,2022-06-01,18.7382284,1.3249189
pa,2022-06-01,16.3880894,0.7844007
ri,2022-06-01,7.7364123,1.8012526
sc,2022-06-01,14.9732667,1.1588623
sd,2022-06-01,9.4676492,2.2307035
tn,2022-06-01,15.3045647,1.1144675
tx,2022-06-01,15.3586984,0.6681477
ut,2022-06-01,16.0838735,1.6666212
va,2022-06-01,15.4366001,0.9333356
vt,2022-06-01,13.5619086,2.7152762
wa,2022-06-01,17.8588149,0.9599221
wi,2022-06-01,13.0319205,1.0127509
wv,2022-06-01,17.6387034,1.9105252
wy,2022-06-01,9.371984,2.6945473
ak,2022-06-02,14.9378799,3.0126492
al,2022-06-02,12.049056,1.2216965
ar,2022-06-02,17.1847211,1.7627736
az,2022-06-02,13.8583677,1.1039664
ca,2022-06-02,16.1892387,0.5503443
co,2022-06-02,16.8471851,1.1748324
ct,2022-06-02,12.5171396,1.2099383
de,2022-06-02,14.4980951,2.2918562
fl,2022-06-02,14.1928728,0.576369
ga,2022-06-02,12.4952108,0.9432228
hi,2022-06-02,14.1938284,2.1684987
ia,2022-06-02,15.3268987,1.3608469
id,2022-06-02,12.093588,1.7948333
il,2022-06-02,15.4113788,0.7697776
in,2022-06-02,18.0680085,1.1574461
ks,2022-06-02,17.5065658,1.6428943
ky,2022-06-02,17.8711384,1.3920922
la,2022-06-02,17.2309039,1.5010197
ma,2022-06-02,15.5097587,1.1015236
md,2022-06-02,12.5914834,1.1145474
me,2022-06-02,17.4835554,1.8419446
mi,2022-06-02,14.9786462,0.7856861
mn,2022-06-02,14.2466674,1.1498876
mo,2022-06-02,15.4427008,1.177316
ms,2022-06-02,14.2017294,1.7863697
mt,2022-06-02,14.905073,2.2672434
nc,2022-06-02,13.4502148,0.8258111
nd,2022-06-02,18.7928863,3.4768091
ne,2022-06-02,19.9577537,2.0479445
nh,2022-06-02,10.620884,1.6109809
nj,2022-06-02,12.8679657,0.9965451
nm,2022-06-02,18.637882,1.7893819
nv,2022-06-02,17.6249993,1.8915364
ny,2022-06-02,14.6092323,0.7121175
oh,2022-06-02,17.7546534,0.8450162
ok,2022-06-02,18.4273255,1.6699716
or,2022-06-02,17.472868,1.2930569
pa,2022-06-02,15.8739841,0.7719462
ri,2022-06-02,7.2164433,1.7327869
sc,2022-06-02,15.138965,1.1484784
sd,2022-06-02,7.8041723,2.0147659
tn,2022-06-02,14.6168276,1.0837344
tx,2022-06-02,16.3645845,0.6731999
ut,2022-06-02,16.805519,1.6706724
va,2022-06-02,15.0663925,0.9222712
vt,2022-06-02,12.8574784,2.6973191
wa,2022-06-02,17.6376757,0.9619133
wi,2022-06-02,13.493921,1.0236528
wv,2022-06-02,18.7252838,1.9336049
wy,2022-06-02,10.1976673,2.7512365
ak,2022-06-03,16.6400955,3.0511487
al,2022-06-03,14.2745034,1.2938151
ar,2022-06-03,18.1752919,1.8179399
az,2022-06-03,13.4911004,1.0876167
ca,2022-06-03,16.2046287,0.5437064
co,2022-06-03,16.2172536,1.1441261
ct,2022-06-03,14.659525,1.2788122
de,2022-06-03,17.7618322,2.5536218
fl,2022-06-03,14.037447,0.5726309
ga,2022-06-03,12.7808547,0.9424683
hi,2022-06-03,14.9687684,2.1833665
ia,2022-06-03,15.1757202,1.3308743
id,2022-06-03,12.7295821,1.8403366
il,2022-06-03,14.4331378,0.7428533
in,2022-06-03,17.9336952,1.1546033
ks,2022-06-03,17.4861616,1.6315023
ky,2022-06-03,18.1090635,1.4030022
la,2022-06-03,15.9865927,1.4286949
ma,2022-06-03,15.1987941,1.0829453
md,2022-06-03,11.5139503,1.0759901
me,2022-06-03,18.075305,1.8749686
mi,2022-06-03,14.8747626,0.7807901
mn,2022-06-03,13.8679811,1.1462907
mo,2022-06-03,16.6766168,1.1949864
ms,2022-06-03,12.546226,1.6628005
mt,2022-06-03,16.7485733,2.353546
nc,2022-06-03,14.4491979,0.8494838
nd,2022-06-03,17.7391317,3.3598599
ne,2022-06-03,17.1208657,1.9175916
nh,2022-06-03,9.8789273,1.6022976
nj,2022-06-03,14.5201212,1.0646579
nm,2022-06-03,16.0360249,1.721215
nv,2022-06-03,19.0458819,1.9256884
ny,2022-06-03,15.0189381,0.716379
oh,2022-06-03,17.2757798,0.8415394
ok,2022-06-03,17.2249064,1.6279353
or,2022-06-03,16.7296817,1.2698916
pa,2022-06-03,16.0111468,0.7720624
ri,2022-06-03,6.6398133,1.6672754
sc,2022-06-03,14.280822,1.1136712
sd,2022-06-03,7.9261223,2.0015079
tn,2022-06-03,14.3293824,1.0570757
tx,2022-06-03,17.0221007,0.6738103
ut,2022-06-03,15.9584133,1.6030282
va,2022-06-03,15.9103872,0.9340447
vt,2022-06-03,11.9873389,2.62596
wa,2022-06-03,16.8626962,0.9348887
wi,2022-06-03,12.1880715,0.9580712
wv,2022-06-03,16.9636522,1.837805
wy,2022-06-03,15.5367724,3.4080651
ak,2022-06-04,19.5298439,3.2697018
al,2022-06-04,14.7472378,1.3241726
ar,2022-06-04,18.0915212,1.82484
az,2022-06-04,14.2289172,1.1095784
ca,2022-06-04,15.98071,0.5381778
co,2022-06-04,14.1727238,1.0815069
ct,2022-06-04,13.5449573,1.2396712
de,2022-06-04,18.8808975,2.5749387
fl,2022-06-04,13.2828543,0.5554066
ga,2022-06-04,13.1217125,0.9553726
hi,2022-06-04,13.9216115,2.1678126
ia,2022-06-04,14.9033509,1.3310928
id,2022-06-04,12.1384085,1.8031711
il,2022-06-04,13.5870809,0.7233373
in,2022-06-04,16.879701,1.125802
ks,2022-06-04,17.037557,1.6133667
ky,2022-06-04,21.0825173,1.4847803
la,2022-06-04,17.681099,1.496401
ma,2022-06-04,14.5776887,1.0792969
md,2022-06-04,12.835342,1.1399149
me,2022-06-04,16.3339012,1.8141735
mi,2022-06-04,14.4141723,0.7704976
mn,2022-06-04,14.5425178,1.1584432
mo,2022-06-04,17.1265707,1.2190058
ms,2022-06-04,12.9294442,1.6700007
mt,2022-06-04,17.0433735,2.3513525
nc,2022-06-04,15.3543291,0.8785097
nd,2022-06-04,15.7591744,3.1198285
ne,2022-06-04,14.7029302,1.8289569
nh,2022-06-04,9.5740326,1.6033306
nj,2022-06-04,13.9928273,1.0690695
nm,2022-06-04,15.8207004,1.7111448
nv,2022-06-04,19.1704227,1.921268
ny,2022-06-04,15.3080971,0.7290808
oh,2022-06-04,17.341972,0.8453299
ok,2022-06-04,19.2860445,1.6962788
or,2022-06-04,16.895259,1.2585546
pa,2022-06-04,15.8954897,0.771682
ri,2022-06-04,7.078891,1.7370509
sc,2022-06-04,13.8535291,1.1035344
sd,2022-06-04,9.9746197,2.1574055
tn,2022-06-04,16.0070776,1.1043998
tx,2022-06-04,17.0646163,0.6699711
ut,2022-06-04,17.6770002,1.6926469
va,2022-06-04,15.6054089,0.9274928
vt,2022-06-04,10.4533253,2.4654239
wa,2022-06-04,15.7299841,0.9070968
wi,2022-06-04,12.8818674,0.976054
wv,2022-06-04,17.9281488,1.8671645
wy,2022-06-04,16.0987553,3.3691092
ak,2022-06-05,22.0269358,3.5025579
al,2022-06-05,14.4465929,1.3138292
ar,2022-06-05,18.9858461,1.8847532
az,2022-06-05,14.5829191,1.1169999
ca,2022-06-05,16.1139518,0.5339182
co,2022-06-05,14.4114568,1.0975353
ct,2022-06-05,12.3532422,1.1904516
de,2022-06-05,18.6368171,2.5902735
fl,2022-06-05,12.914867,0.5497777
ga,2022-06-05,12.6212534,0.9400484
hi,2022-06-05,12.6105442,2.0788653
ia,2022-06-05,16.1759819,1.3667673
id,2022-06-05,11.8876216,1.8063707
il,2022-06-05,14.3273593,0.7345365
in,2022-06-05,17.0007522,1.1145048
ks,2022-06-05,16.3250484,1.5759139
ky,2022-06-05,20.9190517,1.4559756
la,2022-06-05,18.0854028,1.4914474
ma,2022-06-05,14.6046038,1.0888149
md,2022-06-05,12.7494632,1.1528355
me,2022-06-05,15.4662806,1.7356537
mi,2022-06-05,14.9018769,0.7817533
mn,2022-06-05,14.120242,1.1327555
mo,2022-06-05,16.3549633,1.1748716
ms,2022-06-05,13.6652476,1.7011838
mt,2022-06-05,15.6416139,2.2159111
nc,2022-06-05,14.1562829,0.8437463
nd,2022-06-05,18.8755479,3.3506077
ne,2022-06-05,16.794741,1.9759413
nh,2022-06-05,9.9441438,1.5816055
nj,2022-06-05,14.3306449,1.0751856
nm,2022-06-05,15.4172334,1.6859628
nv,2022-06-05,17.9240936,1.8588021
ny,2022-06-05,15.2848468,0.7289258
oh,2022-06-05,17.9597316,0.8613383
ok,2022-06-05,16.5498843,1.5977629
or,2022-06-05,16.6611443,1.2480488
pa,2022-06-05,16.1185286,0.7830534
ri,2022-06-05,6.8492113,1.6914614
sc,2022-06-05,14.6608522,1.1433987
sd,2022-06-05,11.6496132,2.3218038
tn,2022-06-05,14.8414105,1.0677272
tx,2022-06-05,17.1990781,0.665548
ut,2022-06-05,17.6020988,1.7153481
va,2022-06-05,15.3442725,0.9198085
vt,2022-06-05,13.8477929,2.6889425
wa,2022-06-05,15.0566463,0.8855285
wi,2022-06-05,12.2485888,0.9424974
wv,2022-06-05,17.2467347,1.8411063
wy,2022-06-05,15.8623418,3.4675322
ak,2022-06-06,22.3188718,3.4226542
al,2022-06-06,15.4903327,1.3559342
ar,2022-06-06,19.2129778,1.8722327
az,2022-06-06,14.2763264,1.1066032
ca,2022-06-06,16.2384423,0.5318425
co,2022-06-06,13.8752901,1.0760977
ct,2022-06-06,11.7390247,1.1769271
de,2022-06-06,18.1087876,2.5672732
fl,2022-06-06,12.9427388,0.5497657
ga,2022-06-06,11.9747855,0.9164696
hi,2022-06-06,10.8757883,1.9382883
ia,2022-06-06,15.2237926,1.3288601
id,2022-06-06,10.7300169,1.7410164
il,2022-06-06,15.4730822,0.7558976
in,2022-06-06,16.6149909,1.0999964
ks,2022-06-06,18.4145193,1.6557132
ky,2022-06-06,21.8575663,1.4663255
la,2022-06-06,17.6290158,1.4933073
ma,2022-06-06,14.1468143,1.0689087
md,2022-06-06,11.6932772,1.1133777
me,2022-06-06,15.0277633,1.7457365
mi,2022-06-06,15.0930301,0.7809895
mn,2022-06-06,13.6663054,1.1330421
mo,2022-06-06,16.6810226,1.1776927
ms,2022-06-06,13.2502355,1.6899332
mt,2022-06-06,15.6624997,2.2007984
nc,2022-06-06,14.3422841,0.8595005
nd,2022-06-06,20.1167814,3.4971517
ne,2022-06-06,17.0630704,1.9801636
nh,2022-06-06,9.4166753,1.5815967
nj,2022-06-06,14.0396577,1.0650171
nm,2022-06-06,16.7118325,1.7365993
nv,2022-06-06,18.3605744,1.8848505
ny,2022-06-06,15.1637947,0.7268504
oh,2022-06-06,18.8568369,0.8729282
ok,2022-06-06,15.0232767,1.5375718
or,2022-06-06,15.0529518,1.2106495
pa,2022-06-06,15.9394049,0.7802292
ri,2022-06-06,6.7427201,1.6944875
sc,2022-06-06,13.488526,1.1077169
sd,2022-06-06,13.7533041,2.5056983
tn,2022-06-06,14.7424357,1.0623863
tx,2022-06-06,17.1457196,0.6640064
ut,2022-06-06,15.4737845,1.6644481
va,2022-06-06,15.64673,0.9329056
vt,2022-06-06,13.8010471,2.6531613
wa,2022-06-06,14.7499928,0.8799358
wi,2022-06-06,12.174647,0.9487085
wv,2022-06-06,16.0614573,1.7726334
wy,2022-06-06,13.445994,3.1013704
ak,2022-06-07,17.7945407,3.1124705
al,2022-06-07,16.5497489,1.4086396
ar,2022-06-07,18.293111,1.8168357
az,2022-06-07,13.5666163,1.0761649
ca,2022-06-07,17.2612074,0.5473735
co,2022-06-07,13.8502662,1.0731898
ct,2022-06-07,13.4003969,1.2582438
de,2022-06-07,20.3960782,2.7228173
fl,2022-06-07,13.0039812,0.5593371
ga,2022-06-07,12.4194754,0.9419172
hi,2022-06-07,10.9944489,1.9985372
ia,2022-06-07,13.3244215,1.2443482
id,2022-06-07,11.8354781,1.7945723
il,2022-06-07,15.3730464,0.7639714
in,2022-06-07,16.7063641,1.0995354
ks,2022-06-07,18.7390056,1.6474864
ky,2022-06-07,22.009741,1.4605444
la,2022-06-07,17.7812143,1.4972044
ma,2022-06-07,13.5336571,1.0607524
md,2022-06-07,13.9398088,1.2110245
me,2022-06-07,15.3971136,1.7802924
mi,2022-06-07,14.2900332,0.7615241
mn,2022-06-07,14.8944478,1.1636844
mo,2022-06-07,16.1273318,1.1629973
ms,2022-06-07,13.7089109,1.7021105
mt,2022-06-07,16.3770377,2.2995972
nc,2022-06-07,13.7798974,0.8320864
nd,2022-06-07,18.7391666,3.3946089
ne,2022-06-07,17.2799579,1.9793453
nh,2022-06-07,8.6405731,1.5561059
nj,2022-06-07,14.1267927,1.0672738
nm,2022-06-07,16.7245178,1.7317767
nv,2022-06-07,17.3164577,1.8509293
ny,2022-06-07,15.1346726,0.7253836
oh,2022-06-07,18.7389462,0.8624916
ok,2022-06-07,14.1479016,1.4820365
or,2022-06-07,14.1424183,1.1670937
pa,2022-06-07,16.3158551,0.7856586
ri,2022-06-07,6.2102772,1.6815184
sc,2022-06-07,13.4098798,1.1138038
sd,2022-06-07,14.3433361,2.5430903
tn,2022-06-07,16.7714977,1.1088267
tx,2022-06-07,16.1001232,0.6437039
ut,2022-06-07,15.2352295,1.6735122
va,2022-06-07,15.9619091,0.9357425
vt,2022-06-07,13.9513952,2.533727
wa,2022-06-07,13.6873428,0.8644345
wi,2022-06-07,13.6113088,0.995724
wv,2022-06-07,16.53483,1.8061608
wy,2022-06-07,11.7643474,2.8258308
ak,2022-06-08,16.9468544,3.0429919
al,2022-06-08,17.4929878,1.4237473
ar,2022-06-08,19.6838379,1.8344074
az,2022-06-08,15.1716834,1.122529
ca,2022-06-08,17.3404971,0.5477952
co,2022-06-08,15.3550354,1.1152397
ct,2022-06-08,13.9090895,1.2932173
de,2022-06-08,21.3197797,2.7739325
fl,2022-06-08,12.8254035,0.5533057
ga,2022-06-08,13.1099938,0.9706786
hi,2022-06-08,10.9076839,1.9755441
ia,2022-06-08,12.8653842,1.2259405
id,2022-06-08,12.8619837,1.8236528
il,2022-06-08,15.5353259,0.7611347
in,2022-06-08,17.0001674,1.1000589
ks,2022-06-08,19.1583766,1.6412067
ky,2022-06-08,20.6888589,1.4262102
la,2022-06-08,18.1201817,1.4957278
ma,2022-06-08,13.8574439,1.0796924
md,2022-06-08,14.604054,1.2228475
me,2022-06-08,13.717153,1.7331898
mi,2022-06-08,14.8234305,0.7650816
mn,2022-06-08,14.5627778,1.1492317
mo,2022-06-08,15.7871403,1.1582204
