geo_value,time_value,value,stderr
oh,2022-05-13,15.7369026,0.8090192
ok,2022-05-13,20.8503692,1.6970863
or,2022-05-13,16.8702833,1.214998
pa,2022-05-13,14.5184505,0.7361706
ri,2022-05-13,18.5898028,2.5651674
sc,2022-05-13,16.0769607,1.1999764
sd,2022-05-13,8.7931451,2.2388629
tn,2022-05-13,16.1500487,1.1442238
tx,2022-05-13,12.8845508,0.6152757
ut,2022-05-13,17.0803803,1.7623522
va,2022-05-13,13.361298,0.8705958
vt,2022-05-13,14.895635,2.5628705
wa,2022-05-13,15.2852982,0.8973762
wi,2022-05-13,13.3182701,1.0239856
wv,2022-05-13,14.519461,1.6738116
wy,2022-05-13,17.5161336,3.3596738
ak,2022-05-14,7.0813098,2.0537427
al,2022-05-14,14.4110481,1.3691043
ar,2022-05-14,16.6597843,1.7507416
az,2022-05-14,14.5276331,1.094532
ca,2022-05-14,13.4598635,0.504414
co,2022-05-14,14.1592735,1.1252399
ct,2022-05-14,17.6653279,1.2989684
de,2022-05-14,13.4912017,2.2980492
fl,2022-05-14,12.9777128,0.5804466
ga,2022-05-14,11.5011753,0.9221348
hi,2022-05-14,13.144748,2.2135851
ia,2022-05-14,17.057719,1.4467955
id,2022-05-14,13.7368406,1.819295
il,2022-05-14,14.6599325,0.7608742
in,2022-05-14,11.455006,0.9529116
ks,2022-05-14,13.8357826,1.4682211
ky,2022-05-14,16.5535712,1.3466759
la,2022-05-14,16.2040958,1.4858887
ma,2022-05-14,13.8057411,1.0132741
md,2022-05-14,13.4664011,1.1560059
me,2022-05-14,18.4991347,1.7523307
mi,2022-05-14,15.0723862,0.7661041
mn,2022-05-14,12.7043436,1.0406408
mo,2022-05-14,13.4379174,1.1171786
ms,2022-05-14,14.6283194,1.8101675
mt,2022-05-14,15.9444719,2.3064628
nc,2022-05-14,12.3879565,0.8068885
nd,2022-05-14,18.7642808,3.371569
ne,2022-05-14,9.2599443,1.5112408
nh,2022-05-14,12.1063927,1.7337417
nj,2022-05-14,13.9626207,1.022509
nm,2022-05-14,16.2654318,1.8302788
nv,2022-05-14,12.5425992,1.6730019
ny,2022-05-14,14.3549411,0.6666928
oh,2022-05-14,15.5810841,0.8093513
ok,2022-05-14,18.7442889,1.6067021
or,2022-05-14,16.7622972,1.2215725
pa,2022-05-14,13.7300062,0.7317666
ri,2022-05-14,15.0657869,2.3434794
sc,2022-05-14,18.4155558,1.280004
sd,2022-05-14,9.6346505,2.3548294
tn,2022-05-14,16.0147632,1.1310826
tx,2022-05-14,13.1633967,0.61249
ut,2022-05-14,18.9653127,1.8258402
va,2022-05-14,14.3867031,0.8901421
vt,2022-05-14,14.5692556,2.476154
wa,2022-05-14,15.0513955,0.8873083
wi,2022-05-14,12.7637583,1.0107049
wv,2022-05-14,15.1836661,1.714709
wy,2022-05-14,17.0943243,3.2891294
ak,2022-05-15,6.5216107,2.0026786
al,2022-05-15,15.5776546,1.3999468
ar,2022-05-15,15.8873184,1.689826
az,2022-05-15,13.6656043,1.0694846
ca,2022-05-15,13.4403617,0.5024077
co,2022-05-15,14.0848306,1.1198715
ct,2022-05-15,16.0320409,1.2592077
de,2022-05-15,15.2382999,2.3697589
fl,2022-05-15,13.0884352,0.5761368
ga,2022-05-15,11.3827992,0.9019331
hi,2022-05-15,15.2575761,2.2879406
ia,2022-05-15,16.1363038,1.3709541
id,2022-05-15,13.5673033,1.8123419
il,2022-05-15,15.4357804,0.7659362
in,2022-05-15,12.6130596,0.9858856
ks,2022-05-15,20.7847612,1.7146349
ky,2022-05-15,17.5763961,1.3681066
la,2022-05-15,16.1654101,1.4643551
ma,2022-05-15,13.9164122,1.0041883
md,2022-05-15,13.2025882,1.1444031
me,2022-05-15,17.0595233,1.6941164
mi,2022-05-15,14.9383611,0.7586107
mn,2022-05-15,13.2795973,1.0497208
mo,2022-05-15,14.3158221,1.137496
ms,2022-05-15,15.9234897,1.8816425
mt,2022-05-15,16.1883431,2.2336927
nc,2022-05-15,13.0360189,0.8291469
nd,2022-05-15,19.5277698,3.3372785
ne,2022-05-15,11.1932894,1.6437079
nh,2022-05-15,11.0955876,1.6599511
nj,2022-05-15,14.6564027,1.0456497
nm,2022-05-15,18.0799163,1.8655532
nv,2022-05-15,14.1747426,1.7290535
ny,2022-05-15,13.7170317,0.6522499
oh,2022-05-15,16.764788,0.8248405
ok,2022-05-15,19.1648138,1.5897259
or,2022-05-15,17.3237791,1.2356878
pa,2022-05-15,13.9311534,0.7321219
ri,2022-05-15,13.0650011,2.1575425
sc,2022-05-15,18.057404,1.2586614
sd,2022-05-15,8.6482418,2.2956757
tn,2022-05-15,16.843485,1.1549667
tx,2022-05-15,13.2129204,0.6038325
ut,2022-05-15,22.2694885,1.9049083
va,2022-05-15,15.2805772,0.9035634
vt,2022-05-15,15.7732253,2.5519375
wa,2022-05-15,15.8086479,0.8951528
wi,2022-05-15,13.4873838,1.0252786
wv,2022-05-15,17.0068403,1.8138602
wy,2022-05-15,17.8852599,3.3742778
ak,2022-05-16,7.8362842,2.1049475
al,2022-05-16,14.8201961,1.368546
ar,2022-05-16,16.4715598,1.687794
az,2022-05-16,15.8243198,1.1391455
ca,2022-05-16,13.6346924,0.5038782
co,2022-05-16,13.981571,1.1067225
ct,2022-05-16,14.5919952,1.2209658
de,2022-05-16,16.559844,2.4300082
fl,2022-05-16,13.1661746,0.5783467
ga,2022-05-16,12.5664361,0.9275806
hi,2022-05-16,18.9297634,2.5234505
ia,2022-05-16,16.5709877,1.3885878
id,2022-05-16,13.1151065,1.7991818
il,2022-05-16,15.6887877,0.7689611
in,2022-05-16,13.1230103,0.9965467
ks,2022-05-16,21.9357658,1.7439624
ky,2022-05-16,17.8868742,1.3507542
la,2022-05-16,16.8729741,1.4862098
ma,2022-05-16,14.4839883,1.0163836
md,2022-05-16,13.2685937,1.1561101
me,2022-05-16,18.4902469,1.7869201
mi,2022-05-16,14.4174344,0.7416895
mn,2022-05-16,13.2603153,1.0686836
mo,2022-05-16,15.2209733,1.1735218
ms,2022-05-16,18.973807,1.9725049
mt,2022-05-16,20.2999189,2.3745821
nc,2022-05-16,13.5326233,0.8475321
nd,2022-05-16,22.7886969,3.6224507
ne,2022-05-16,10.7979594,1.618006
nh,2022-05-16,11.0989051,1.5926444
nj,2022-05-16,15.4264958,1.0506114
nm,2022-05-16,19.2729226,1.8834873
nv,2022-05-16,15.243426,1.7709028
ny,2022-05-16,13.8960846,0.6540508
oh,2022-05-16,16.5557862,0.8255557
ok,2022-05-16,18.9612367,1.547078
or,2022-05-16,17.4013258,1.237868
pa,2022-05-16,13.9019215,0.7198268
ri,2022-05-16,12.4150181,2.111039
sc,2022-05-16,16.5483954,1.2006387
sd,2022-05-16,9.7100098,2.4680836
tn,2022-05-16,17.152619,1.1497391
tx,2022-05-16,13.3412355,0.6031527
ut,2022-05-16,21.6091743,1.8963715
va,2022-05-16,15.7845645,0.9060916
vt,2022-05-16,13.7116971,2.4142005
wa,2022-05-16,17.0212344,0.9277392
wi,2022-05-16,13.2320672,1.0120232
wv,2022-05-16,17.876956,1.8922861
wy,2022-05-16,16.1663485,3.1455303
ak,2022-05-17,7.8033595,2.1338791
al,2022-05-17,15.4229893,1.3911558
ar,2022-05-17,17.1042496,1.7098183
az,2022-05-17,16.1650868,1.1597308
ca,2022-05-17,13.1373644,0.4948531
co,2022-05-17,14.5019488,1.1135219
ct,2022-05-17,14.2329996,1.202644
de,2022-05-17,15.7385041,2.4117311
fl,2022-05-17,12.8310883,0.570706
ga,2022-05-17,13.5222542,0.9668309
hi,2022-05-17,17.8674844,2.4574582
ia,2022-05-17,16.4714755,1.3785357
id,2022-05-17,12.6258867,1.7553713
il,2022-05-17,15.215359,0.7577016
in,2022-05-17,13.1364899,1.0048903
ks,2022-05-17,21.4005979,1.7392976
ky,2022-05-17,18.2304272,1.374537
la,2022-05-17,18.4744641,1.5340617
ma,2022-05-17,16.273569,1.0646822
md,2022-05-17,13.8019461,1.1714115
me,2022-05-17,17.0453906,1.7433836
mi,2022-05-17,14.6638122,0.7413236
mn,2022-05-17,12.9126577,1.0749836
mo,2022-05-17,16.1704036,1.2047148
ms,2022-05-17,20.1574107,2.0051831
mt,2022-05-17,22.5889499,2.455846
nc,2022-05-17,12.1403782,0.8015974
nd,2022-05-17,19.1080057,3.3456446
ne,2022-05-17,11.4696661,1.6818131
nh,2022-05-17,11.7325797,1.6535046
nj,2022-05-17,15.5240807,1.0537668
nm,2022-05-17,18.5440841,1.8292963
nv,2022-05-17,14.4770472,1.7170057
ny,2022-05-17,13.8431433,0.6530043
oh,2022-05-17,17.5156449,0.8499319
ok,2022-05-17,18.6838489,1.5206838
or,2022-05-17,17.9946498,1.2657877
pa,2022-05-17,14.4646712,0.7276082
ri,2022-05-17,11.0728579,2.0383331
sc,2022-05-17,16.3731761,1.2018079
sd,2022-05-17,9.0558469,2.3062264
tn,2022-05-17,18.7153934,1.2059707
tx,2022-05-17,13.1828866,0.6037305
ut,2022-05-17,20.3065463,1.8535409
va,2022-05-17,14.9013543,0.8725608
vt,2022-05-17,13.7684425,2.424374
wa,2022-05-17,19.1297515,0.9712442
wi,2022-05-17,12.9086444,0.9819289
wv,2022-05-17,18.8494355,1.9362627
wy,2022-05-17,14.221502,2.9952201
ak,2022-05-18,9.4926111,2.2888268
al,2022-05-18,16.6038094,1.4550699
ar,2022-05-18,16.2312195,1.6624042
az,2022-05-18,17.1795397,1.1906505
ca,2022-05-18,13.0390462,0.4913293
co,2022-05-18,15.5823265,1.1423785
ct,2022-05-18,13.0029708,1.1716824
de,2022-05-18,13.6219876,2.2095983
fl,2022-05-18,12.691574,0.5668944
ga,2022-05-18,13.7404028,0.9757103
hi,2022-05-18,17.2674899,2.4346929
ia,2022-05-18,13.3950099,1.2606228
id,2022-05-18,13.9324698,1.8697351
il,2022-05-18,15.5910524,0.7632624
in,2022-05-18,13.422088,1.0047902
ks,2022-05-18,21.9797048,1.7738011
ky,2022-05-18,18.0163229,1.3478833
la,2022-05-18,17.8558484,1.4987253
ma,2022-05-18,17.1750816,1.0802585
md,2022-05-18,13.0352577,1.1501147
me,2022-05-18,16.3108969,1.7412428
mi,2022-05-18,14.6580308,0.7354119
mn,2022-05-18,13.3081412,1.1036848
mo,2022-05-18,15.1841157,1.176767
ms,2022-05-18,17.5871405,1.8659656
mt,2022-05-18,19.9571729,2.3718272
nc,2022-05-18,11.6916864,0.7839427
nd,2022-05-18,18.9125804,3.252724
ne,2022-05-18,13.267875,1.7611894
nh,2022-05-18,12.2909862,1.6545905
nj,2022-05-18,14.1297374,1.0106023
nm,2022-05-18,18.4342947,1.8033506
nv,2022-05-18,13.8475428,1.665746
ny,2022-05-18,14.4762546,0.6630636
oh,2022-05-18,16.83087,0.8345196
ok,2022-05-18,18.2007882,1.4973928
or,2022-05-18,16.7186753,1.2349147
pa,2022-05-18,15.3842835,0.7460174
ri,2022-05-18,12.2558583,2.1717779
sc,2022-05-18,17.399564,1.2505542
sd,2022-05-18,7.1341443,2.1526699
tn,2022-05-18,19.3886368,1.2057757
tx,2022-05-18,13.7609209,0.6152576
ut,2022-05-18,19.1929911,1.8126304
va,2022-05-18,13.8689839,0.8475231
vt,2022-05-18,13.5393932,2.4315092
wa,2022-05-18,19.5802207,0.9822716
wi,2022-05-18,13.6807996,1.0094135
wv,2022-05-18,19.7201537,1.9368754
wy,2022-05-18,13.2027078,2.9355665
ak,2022-05-19,9.7773936,2.2983227
al,2022-05-19,17.0759667,1.4472897
ar,2022-05-19,14.0935553,1.5687123
az,2022-05-19,16.9804013,1.1898622
ca,2022-05-19,13.5602676,0.5009376
co,2022-05-19,15.8233125,1.1587677
ct,2022-05-19,13.4113167,1.1914879
de,2022-05-19,12.7875063,2.0871915
fl,2022-05-19,12.971165,0.5716891
ga,2022-05-19,14.1415406,0.9758585
hi,2022-05-19,16.8249944,2.4197747
ia,2022-05-19,12.2700551,1.1996632
id,2022-05-19,14.3058443,1.8707799
il,2022-05-19,15.6925149,0.7752992
in,2022-05-19,15.2207069,1.0497451
ks,2022-05-19,23.0288222,1.7951763
ky,2022-05-19,19.147806,1.3774034
la,2022-05-19,17.3109392,1.4693579
ma,2022-05-19,16.5349199,1.0666519
md,2022-05-19,14.0751468,1.1756607
me,2022-05-19,17.2339288,1.7453871
mi,2022-05-19,15.8651243,0.7551069
mn,2022-05-19,12.8228677,1.077941
mo,2022-05-19,15.1329754,1.1834379
ms,2022-05-19,19.1407925,1.8899218
mt,2022-05-19,19.6633526,2.4100201
nc,2022-05-19,11.1394162,0.758174
nd,2022-05-19,19.8038179,3.3687412
ne,2022-05-19,14.3622971,1.8382103
nh,2022-05-19,13.5576995,1.6994667
nj,2022-05-19,13.9333475,0.9947042
nm,2022-05-19,22.2286913,1.9380006
nv,2022-05-19,13.1485162,1.635974
ny,2022-05-19,13.6239011,0.644502
oh,2022-05-19,17.6105595,0.8454231
ok,2022-05-19,17.3073679,1.4736906
or,2022-05-19,16.6604157,1.230502
pa,2022-05-19,15.6204384,0.7497107
ri,2022-05-19,10.6780426,2.0061001
sc,2022-05-19,17.1189608,1.2466108
sd,2022-05-19,5.829757,1.9658012
tn,2022-05-19,19.1699003,1.2022593
tx,2022-05-19,14.3312915,0.6246049
ut,2022-05-19,18.8995192,1.8058119
va,2022-05-19,13.4422739,0.844507
vt,2022-05-19,15.2427789,2.6497889
wa,2022-05-19,18.5532266,0.9658066
wi,2022-05-19,13.5531157,0.9994167
wv,2022-05-19,19.3618078,1.9781369
wy,2022-05-19,12.4935579,3.006254
ak,2022-05-20,9.2727675,2.3603969
al,2022-05-20,17.1663865,1.4293357
ar,2022-05-20,13.0011219,1.5302893
az,2022-05-20,16.0737819,1.1672801
ca,2022-05-20,13.2482216,0.4952911
co,2022-05-20,15.3388738,1.1395839
ct,2022-05-20,11.5188206,1.1182802
dc,2022-05-20,11.6300655,3.1285903
de,2022-05-20,12.6853016,2.0882247
fl,2022-05-20,13.3197719,0.5824752
ga,2022-05-20,14.7133445,0.99796
hi,2022-05-20,19.5520759,2.5600488
ia,2022-05-20,11.9214623,1.1936561
id,2022-05-20,13.4427717,1.8200073
il,2022-05-20,15.6103985,0.7698069
in,2022-05-20,16.1075308,1.0797774
ks,2022-05-20,24.9699987,1.8643211
ky,2022-05-20,19.9598833,1.3890558
la,2022-05-20,17.5296289,1.4591516
ma,2022-05-20,15.861427,1.051949
md,2022-05-20,12.8681277,1.1464941
me,2022-05-20,12.5686874,1.5270914
mi,2022-05-20,16.4659362,0.7640763
mn,2022-05-20,12.6616601,1.0716074
mo,2022-05-20,16.2975863,1.2270624
ms,2022-05-20,17.2234538,1.7913039
mt,2022-05-20,17.3465954,2.3306466
nc,2022-05-20,12.0245109,0.7821982
nd,2022-05-20,16.9799036,3.3307863
ne,2022-05-20,14.5819797,1.8549453
nh,2022-05-20,12.9756107,1.6764557
nj,2022-05-20,13.6999552,0.977643
nm,2022-05-20,21.563682,1.8714493
nv,2022-05-20,12.8517076,1.610773
ny,2022-05-20,14.1743006,0.6556413
oh,2022-05-20,17.3627889,0.8325536
ok,2022-05-20,17.6867307,1.4557291
or,2022-05-20,16.7247186,1.2378098
pa,2022-05-20,15.1753243,0.7416894
ri,2022-05-20,9.5879296,1.8926475
sc,2022-05-20,16.3341993,1.2336292
sd,2022-05-20,5.6674605,1.8690643
tn,2022-05-20,18.2237655,1.1885145
tx,2022-05-20,15.0284357,0.6339938
ut,2022-05-20,18.9743933,1.7803606
va,2022-05-20,14.2219276,0.8603289
vt,2022-05-20,13.2708135,2.5572597
wa,2022-05-20,18.9960459,0.9785382
wi,2022-05-20,13.6263386,0.9903553
wv,2022-05-20,21.6098027,2.0527809
wy,2022-05-20,8.6547574,2.5670828
ak,2022-05-21,13.7944977,2.8250576
al,2022-05-21,15.085969,1.3174796
ar,2022-05-21,14.2053862,1.5612462
az,2022-05-21,15.2705859,1.1408712
ca,2022-05-21,14.2265804,0.5118287
co,2022-05-21,14.82078,1.1103497
ct,2022-05-21,12.1923953,1.1575432
dc,2022-05-21,10.0351679,2.8648532
de,2022-05-21,13.5403951,2.1343013
fl,2022-05-21,12.6229437,0.5670639
ga,2022-05-21,15.68363,1.0188187
hi,2022-05-21,18.1175732,2.5072022
ia,2022-05-21,12.3524307,1.1983214
id,2022-05-21,14.3938939,1.8316669
il,2022-05-21,15.4765092,0.7577892
in,2022-05-21,16.4082567,1.0831925
ks,2022-05-21,24.2439877,1.8424702
ky,2022-05-21,21.4136563,1.4334384
la,2022-05-21,16.4693265,1.4192227
ma,2022-05-21,16.9919185,1.0841524
md,2022-05-21,12.876253,1.1414625
me,2022-05-21,13.3301181,1.5197393
mi,2022-05-21,16.7685049,0.7693403
mn,2022-05-21,12.7699262,1.074392
mo,2022-05-21,17.599524,1.2368335
ms,2022-05-21,16.832836,1.7496357
mt,2022-05-21,14.4262382,2.1834265
nc,2022-05-21,12.5132927,0.7913815
nd,2022-05-21,17.0893464,3.2509541
ne,2022-05-21,14.239832,1.8706128
nh,2022-05-21,13.1045218,1.6529416
nj,2022-05-21,12.9281256,0.9601718
nm,2022-05-21,21.3478824,1.8922506
nv,2022-05-21,12.3233405,1.5766015
ny,2022-05-21,13.9093205,0.6530291
oh,2022-05-21,18.0327563,0.8399607
ok,2022-05-21,16.7934849,1.4058521
or,2022-05-21,16.8496453,1.2497678
pa,2022-05-21,15.5802434,0.742617
ri,2022-05-21,12.1362516,2.1122751
sc,2022-05-21,13.3552508,1.1251851
sd,2022-05-21,6.4654049,1.9440015
tn,2022-05-21,17.9011997,1.1802699
tx,2022-05-21,14.5088106,0.6283092
ut,2022-05-21,18.2730074,1.7619714
va,2022-05-21,14.3282657,0.8627619
vt,2022-05-21,14.415072,2.5685374
wa,2022-05-21,19.8637176,0.9819117
wi,2022-05-21,14.6967022,1.0071287
wv,2022-05-21,22.7491218,2.0856564
wy,2022-05-21,8.5272425,2.6160404
ak,2022-05-22,13.2925436,2.7181284
al,2022-05-22,14.688712,1.2840593
ar,2022-05-22,14.864428,1.5957001
az,2022-05-22,15.3407662,1.1261494
ca,2022-05-22,14.8321818,0.519813
co,2022-05-22,15.2024314,1.1225628
ct,2022-05-22,12.6691614,1.155262
dc,2022-05-22,11.7891136,3.0471418
de,2022-05-22,12.5156213,2.1097156
fl,2022-05-22,13.2809985,0.5763623
ga,2022-05-22,15.6955296,1.0147603
hi,2022-05-22,16.6113265,2.550151
ia,2022-05-22,11.3888172,1.1799139
id,2022-05-22,13.3279063,1.7758743
il,2022-05-22,15.1421998,0.7502179
in,2022-05-22,17.0027663,1.0940436
ks,2022-05-22,17.964113,1.6265451
ky,2022-05-22,20.0707808,1.3961657
la,2022-05-22,15.7361952,1.4026215
ma,2022-05-22,16.2744238,1.0616185
md,2022-05-22,13.6694011,1.1606607
me,2022-05-22,12.5401008,1.4719189
mi,2022-05-22,16.247064,0.7561332
mn,2022-05-22,12.0771922,1.0511392
mo,2022-05-22,16.9395011,1.2162988
ms,2022-05-22,14.7960564,1.6516254
mt,2022-05-22,15.4350032,2.3132419
nc,2022-05-22,11.6922273,0.7529964
nd,2022-05-22,15.6063311,3.2580003
ne,2022-05-22,13.9177586,1.8347025
nh,2022-05-22,13.8666295,1.7010365
nj,2022-05-22,11.4464723,0.9085308
nm,2022-05-22,19.8727303,1.8546473
nv,2022-05-22,10.8254767,1.5006497
ny,2022-05-22,13.8962715,0.6513818
oh,2022-05-22,16.7900328,0.8185781
ok,2022-05-22,17.6074487,1.4416661
or,2022-05-22,17.7251827,1.2590204
pa,2022-05-22,15.3450529,0.7308503
ri,2022-05-22,12.116338,2.1470155
sc,2022-05-22,12.787098,1.099197
sd,2022-05-22,7.5006039,2.0082586
tn,2022-05-22,18.4928088,1.1863279
tx,2022-05-22,14.5571593,0.6321011
ut,2022-05-22,15.6818469,1.6899166
va,2022-05-22,16.1025801,0.9167418
vt,2022-05-22,14.8376559,2.6349387
wa,2022-05-22,19.4895214,0.974003
wi,2022-05-22,13.3843063,0.961499
wv,2022-05-22,21.9818261,2.065457
wy,2022-05-22,7.0191412,2.3321645
ak,2022-05-23,13.7925466,2.7877185
al,2022-05-23,16.6731462,1.3628494
ar,2022-05-23,16.179492,1.6502234
az,2022-05-23,13.6146533,1.082824
ca,2022-05-23,14.661781,0.5188361
co,2022-05-23,14.5321863,1.1150408
ct,2022-05-23,12.526046,1.1462078
dc,2022-05-23,12.1437724,3.1285985
de,2022-05-23,10.1258536,1.8965878
fl,2022-05-23,13.4940002,0.5766046
ga,2022-05-23,14.067521,0.977947
hi,2022-05-23,12.491519,2.1800617
ia,2022-05-23,11.4612959,1.1815587
id,2022-05-23,14.1406838,1.8156749
il,2022-05-23,15.2191205,0.7480215
in,2022-05-23,16.5419698,1.0761914
ks,2022-05-23,15.8644312,1.5078619
ky,2022-05-23,18.9536205,1.3720498
la,2022-05-23,14.9617065,1.3937254
ma,2022-05-23,16.3638867,1.0746838
md,2022-05-23,13.5040473,1.140491
me,2022-05-23,12.2579781,1.4634058
mi,2022-05-23,15.9992525,0.7525614
mn,2022-05-23,11.5749444,1.028773
mo,2022-05-23,17.1329575,1.209775
ms,2022-05-23,13.3432639,1.5956947
mt,2022-05-23,10.0317131,1.9354248
nc,2022-05-23,11.1788903,0.741068
nd,2022-05-23,14.3239053,3.1690366
ne,2022-05-23,14.9220248,1.9213869
nh,2022-05-23,14.4096363,1.7833975
nj,2022-05-23,10.8374998,0.8813442
nm,2022-05-23,18.6056213,1.8027899
nv,2022-05-23,10.4315726,1.501042
ny,2022-05-23,14.1229835,0.6614623
oh,2022-05-23,16.3303945,0.8075881
ok,2022-05-23,17.2841946,1.4386541
or,2022-05-23,17.147799,1.2578139
pa,2022-05-23,14.9424663,0.7253021
ri,2022-05-23,13.9121706,2.2623604
sc,2022-05-23,12.5287142,1.0667751
sd,2022-05-23,8.0024557,1.9794628
tn,2022-05-23,17.8434815,1.1748941
tx,2022-05-23,14.5134187,0.6292696
ut,2022-05-23,15.5154039,1.6844027
va,2022-05-23,15.8100454,0.9189316
vt,2022-05-23,15.3163493,2.6550229
wa,2022-05-23,19.2391123,0.9701089
wi,2022-05-23,13.1255675,0.9608884
wv,2022-05-23,20.1460273,1.9760311
wy,2022-05-23,9.8913909,2.7839667
ak,2022-05-24,14.4338529,2.8985678
al,2022-05-24,16.9740772,1.3662333
ar,2022-05-24,17.5654206,1.7260982
az,2022-05-24,12.7225529,1.0633276
ca,2022-05-24,14.8606366,0.5211175
co,2022-05-24,14.0130443,1.0971655
ct,2022-05-24,14.4867412,1.2239096
dc,2022-05-24,9.5237462,2.9354265
de,2022-05-24,10.6190663,1.9106403
fl,2022-05-24,13.4816557,0.5753177
ga,2022-05-24,14.2065966,0.980809
hi,2022-05-24,14.9275275,2.295514
ia,2022-05-24,11.0759285,1.1746184
id,2022-05-24,14.1304638,1.8102195
il,2022-05-24,14.7287222,0.7386373
in,2022-05-24,16.2969401,1.0834791
ks,2022-05-24,17.4709924,1.5672289
ky,2022-05-24,18.2309898,1.3442333
la,2022-05-24,14.4053656,1.3637308
ma,2022-05-24,15.8423773,1.0838238
md,2022-05-24,13.0934874,1.1194664
me,2022-05-24,15.4031421,1.6127346
mi,2022-05-24,16.4158243,0.7583301
mn,2022-05-24,11.0132452,0.9989469
mo,2022-05-24,17.9507249,1.2418233
ms,2022-05-24,13.9308069,1.6215914
mt,2022-05-24,8.6295865,1.8090116
nc,2022-05-24,12.1867014,0.7751595
nd,2022-05-24,16.1033216,3.3387287
ne,2022-05-24,13.6624516,1.8439757
nh,2022-05-24,12.6805293,1.7092462
nj,2022-05-24,11.5546644,0.9067355
nm,2022-05-24,18.6936387,1.8197925
nv,2022-05-24,10.8905477,1.5447468
ny,2022-05-24,14.022276,0.6617579
oh,2022-05-24,16.0687849,0.794235
ok,2022-05-24,19.5910601,1.4908456
or,2022-05-24,17.874651,1.2714892
pa,2022-05-24,14.7119716,0.720065
ri,2022-05-24,15.0743171,2.3192696
sc,2022-05-24,12.1753276,1.0575955
sd,2022-05-24,9.8252039,2.2070943
tn,2022-05-24,16.4093847,1.1295899
tx,2022-05-24,14.3656036,0.6220483
ut,2022-05-24,15.259633,1.6534206
va,2022-05-24,16.3172395,0.9463577
vt,2022-05-24,14.6518983,2.5587441
wa,2022-05-24,17.1690131,0.9381006
wi,2022-05-24,13.7403741,0.9963243
wv,2022-05-24,19.0613386,1.9443371
wy,2022-05-24,8.388135,2.5963201
ak,2022-05-25,14.520171,2.9057552
al,2022-05-25,15.8737294,1.3334697
ar,2022-05-25,17.4787223,1.6950729
az,2022-05-25,11.1247627,1.0111299
ca,2022-05-25,14.763167,0.5222891
co,2022-05-25,12.7267538,1.0576244
ct,2022-05-25,15.2606362,1.2674504
de,2022-05-25,10.3649012,1.9125147
fl,2022-05-25,13.2163334,0.5758365
ga,2022-05-25,15.3403633,1.0061062
hi,2022-05-25,17.1515493,2.3985313
ia,2022-05-25,10.6973368,1.1675031
id,2022-05-25,12.5085386,1.70315
il,2022-05-25,14.4432999,0.7424076
in,2022-05-25,16.8401693,1.1252586
ks,2022-05-25,16.7265113,1.5299846
ky,2022-05-25,17.5175621,1.3422471
la,2022-05-25,14.4175301,1.3939621
ma,2022-05-25,15.2191573,1.0820636
md,2022-05-25,13.2586045,1.1361178
me,2022-05-25,16.2594901,1.6585122
mi,2022-05-25,15.6750751,0.7536761
mn,2022-05-25,10.7647605,0.9920261
mo,2022-05-25,18.9624318,1.2677771
ms,2022-05-25,16.2961001,1.7410861
mt,2022-05-25,11.1564586,2.0075162
nc,2022-05-25,13.6683053,0.8171917
nd,2022-05-25,18.0238428,3.6762425
ne,2022-05-25,13.6760084,1.8554783
nh,2022-05-25,13.0973028,1.7398573
nj,2022-05-25,11.6211925,0.9224564
nm,2022-05-25,17.7566672,1.7857364
nv,2022-05-25,10.7048401,1.5464317
ny,2022-05-25,13.6111065,0.6611493
oh,2022-05-25,16.387914,0.8069993
ok,2022-05-25,21.9693765,1.5508534
or,2022-05-25,17.7033141,1.2744422
pa,2022-05-25,14.0126573,0.7103301
ri,2022-05-25,14.0631333,2.1943027
sc,2022-05-25,11.316345,1.0305261
sd,2022-05-25,13.4522752,2.5240203
tn,2022-05-25,15.7347499,1.1199971
tx,2022-05-25,13.8257549,0.6165478
ut,2022-05-25,15.6787731,1.686144
va,2022-05-25,17.1161632,0.9673452
vt,2022-05-25,15.7556067,2.6224606
wa,2022-05-25,17.0096426,0.9329044
wi,2022-05-25,12.9891999,0.9692702
wv,2022-05-25,19.3231562,1.9402639
wy,2022-05-25,8.5434228,2.6180265
ak,2022-05-26,17.9755697,3.1563277
al,2022-05-26,15.2291318,1.3503377
ar,2022-05-26,19.7902827,1.8017207
az,2022-05-26,12.2726274,1.0513731
ca,2022-05-26,14.6984742,0.5255161
co,2022-05-26,12.1994196,1.0401772
ct,2022-05-26,13.4079337,1.2200361
de,2022-05-26,9.3690364,1.8429594
fl,2022-05-26,12.5663612,0.5653158
ga,2022-05-26,15.1340673,1.0173242
hi,2022-05-26,18.2917709,2.3884169
ia,2022-05-26,11.5568381,1.2445688
id,2022-05-26,14.7152299,1.8466725
il,2022-05-26,13.6834825,0.722442
in,2022-05-26,15.9018748,1.1148363
ks,2022-05-26,18.1414323,1.5731924
ky,2022-05-26,17.4758614,1.3261912
la,2022-05-26,15.9138645,1.4482376
ma,2022-05-26,15.568605,1.1068181
md,2022-05-26,11.6867766,1.0891827
me,2022-05-26,18.3917184,1.7908341
mi,2022-05-26,14.4766156,0.7346482
mn,2022-05-26,10.6762737,1.0136637
mo,2022-05-26,18.3147317,1.2457054
ms,2022-05-26,14.0446366,1.6854268
mt,2022-05-26,11.0527397,2.0034033
nc,2022-05-26,14.2828996,0.8392991
